,date,time,stock,style,volumns,price,total_b,sell_date,sell_time
3703,2020-02-04,14:40:00,昆仑万维(300418.XSHE),买,0股,--,0,,
3704,2020-02-04,14:40:00,昆仑万维(300418.XSHE),买,0股,--,0,,
3705,2020-02-05,14:40:00,昆仑万维(300418.XSHE),买,0股,--,0,,
3706,2020-02-05,14:40:00,昆仑万维(300418.XSHE),买,0股,--,0,,
3707,2020-02-05,14:40:00,昆仑万维(300418.XSHE),买,0股,--,0,,
3708,2020-02-05,14:40:00,昆仑万维(300418.XSHE),买,0股,--,0,,
3709,2020-02-05,14:40:00,昆仑万维(300418.XSHE),买,0股,--,0,,
3710,2020-02-06,10:04:00,星宇股份(601799.XSHG),卖,-1100股,92.00,(101200),,
3711,2020-02-06,14:40:00,韵达股份(002120.XSHE),买,2900股,33.62,97498,2020-02-07,10:58:00
3712,2020-02-06,14:40:00,沃森生物(300142.XSHE),买,3400股,28.85,98090,2020-02-28,09:30:00
3713,2020-02-06,14:40:00,科大讯飞(002230.XSHE),买,2500股,39.36,98400,2020-02-25,11:09:00
3714,2020-02-07,10:57:00,蓝帆医疗(002382.XSHE),卖,-8000股,18.28,(146240),,
3715,2020-02-07,10:58:00,韵达股份(002120.XSHE),卖,-2900股,32.01,(92829),,
3716,2020-02-07,14:40:00,盈峰环境(000967.XSHE),买,14500股,6.90,100050,2020-02-11,09:41:00
3717,2020-02-07,14:40:00,美亚光电(002690.XSHE),买,2700股,36.61,98847,2020-02-26,09:48:00
3718,2020-02-07,14:40:00,卧龙电驱(600580.XSHG),买,7300股,13.54,98842,2020-02-14,13:15:00
3719,2020-02-10,11:23:00,宝信软件(600845.XSHG),卖,-3000股,47.72,(143160),,
3720,2020-02-10,14:40:00,德邦股份(603056.XSHG),买,9100股,10.99,100009,2020-02-12,09:51:00
3721,2020-02-10,14:40:00,丸美股份(603983.XSHG),买,1400股,66.83,93562,2020-02-26,14:32:00
3722,2020-02-10,14:40:00,长江传媒(600757.XSHG),买,16200股,6.18,100116,2020-02-19,10:07:00
3723,2020-02-10,14:40:00,上海机场(600009.XSHG),买,1400股,70.82,99148,2020-02-24,09:46:00
3724,2020-02-10,14:40:00,碧水源(300070.XSHE),买,11500股,8.64,99360,2020-02-13,11:28:00
3725,2020-02-11,09:41:00,盈峰环境(000967.XSHE),卖,-14500股,6.60,(95700),,
3726,2020-02-11,14:40:00,海能达(002583.XSHE),买,12600股,7.92,99792,2020-02-18,09:30:00
3727,2020-02-11,14:40:00,太极股份(002368.XSHE),买,2400股,40.79,97896,2020-02-25,10:49:00
3728,2020-02-11,14:40:00,欧普照明(603515.XSHG),买,3800股,26.34,100092,2020-02-28,09:31:00
3729,2020-02-11,14:40:00,方大特钢(600507.XSHG),买,10700股,9.30,99510,2020-02-25,11:09:00
3730,2020-02-11,14:40:00,雅戈尔(600177.XSHG),买,14700股,6.79,99813,2020-03-13,09:30:00
3731,2020-02-12,09:51:00,德邦股份(603056.XSHG),卖,-9100股,10.49,(95459),,
3732,2020-02-12,14:40:00,中粮资本(002423.XSHE),买,11700股,8.52,99684,2020-02-25,09:30:00
3733,2020-02-12,14:40:00,信维通信(300136.XSHE),买,2300股,42.64,98072,2020-02-25,11:08:00
3734,2020-02-12,14:40:00,隆鑫通用(603766.XSHG),买,28800股,3.47,99936,2020-02-25,11:01:00
3735,2020-02-12,14:40:00,中科三环(000970.XSHE),买,8900股,11.22,99858,2020-02-19,14:21:00
3736,2020-02-12,14:40:00,特力A(000025.XSHE),买,5200股,19.13,99476,2020-02-25,11:12:00
3737,2020-02-13,11:28:00,碧水源(300070.XSHE),卖,-11500股,8.19,(94185),,
3738,2020-02-13,14:40:00,中储股份(600787.XSHG),买,20800股,4.81,100048,2020-02-25,11:10:00
3739,2020-02-13,14:40:00,中国电影(600977.XSHG),买,7700股,13.00,100100,2020-02-24,09:39:00
3740,2020-02-13,14:40:00,东方集团(600811.XSHG),买,32000股,3.12,99840,2020-02-25,11:01:00
3741,2020-02-13,14:40:00,贵州燃气(600903.XSHG),买,8000股,12.52,100160,2020-02-25,11:05:00
3742,2020-02-13,14:40:00,海通证券(600837.XSHG),买,7200股,13.82,99504,2020-02-28,09:30:00
3743,2020-02-14,13:15:00,卧龙电驱(600580.XSHG),卖,-7300股,13.23,(96579),,
3744,2020-02-14,14:40:00,建发股份(600153.XSHG),买,12400股,8.07,100068,2020-02-25,11:12:00
3745,2020-02-14,14:40:00,五粮液(000858.XSHE),买,800股,122.83,98264,2020-02-26,09:32:00
3746,2020-02-14,14:40:00,铁龙物流(600125.XSHG),买,19900股,5.03,100097,2020-02-25,11:07:00
3747,2020-02-14,14:40:00,上海临港(600848.XSHG),买,4700股,21.11,99217,2020-02-25,11:09:00
3748,2020-02-14,14:40:00,广深铁路(601333.XSHG),买,38400股,2.60,99840,2020-02-25,11:13:00
3749,2020-02-17,09:30:00,海能达(002583.XSHE),卖,-0股,--,(0),,
3750,2020-02-17,14:40:00,鄂武商A(000501.XSHE),买,9100股,10.96,99736,2020-02-24,09:53:00
3751,2020-02-17,14:40:00,中国核建(601611.XSHG),买,15600股,6.41,99996,2020-02-26,09:36:00
3752,2020-02-17,14:40:00,建设银行(601939.XSHG),买,14800股,6.73,99604,2020-03-13,09:30:00
3753,2020-02-18,09:30:00,海能达(002583.XSHE),卖,-12600股,7.17,(90342),,
3754,2020-02-18,14:40:00,方大炭素(600516.XSHG),买,9300股,10.67,99231,2020-02-25,11:14:00
3755,2020-02-18,14:40:00,招商轮船(601872.XSHG),买,17400股,5.75,100050,2020-02-24,09:37:00
3756,2020-02-18,14:40:00,西水股份(600291.XSHG),买,12800股,7.82,100096,2020-02-27,13:25:00
3757,2020-02-18,14:40:00,锦龙股份(000712.XSHE),买,7400股,13.43,99382,2020-02-28,09:30:00
3758,2020-02-18,14:40:00,华能国际(600011.XSHG),买,20300股,4.93,100079,2020-02-28,13:07:00
3759,2020-02-19,10:07:00,长江传媒(600757.XSHG),卖,-16200股,5.90,(95580),,
3760,2020-02-19,14:21:00,中科三环(000970.XSHE),卖,-8900股,11.15,(99235),,
3761,2020-02-19,14:40:00,中国太保(601601.XSHG),买,2900股,33.89,98281,2020-02-28,09:30:00
3762,2020-02-19,14:40:00,创业环保(600874.XSHG),买,14200股,7.01,99542,2020-02-28,14:47:00
3763,2020-02-19,14:40:00,奥瑞金(002701.XSHE),买,21900股,4.57,100083,2020-02-25,11:12:00
3764,2020-02-19,14:40:00,东方明珠(600637.XSHG),买,8800股,11.29,99352,2020-02-25,11:12:00
3765,2020-02-19,14:40:00,号百控股(600640.XSHG),买,4700股,20.96,98512,2020-02-26,10:52:00
3766,2020-02-20,14:40:00,王府井(600859.XSHG),买,7700股,12.86,99022,2020-02-25,09:30:00
3767,2020-02-20,14:40:00,招商银行(600036.XSHG),买,2700股,36.00,97200,2020-03-02,09:46:00
3768,2020-02-20,14:40:00,浙富控股(002266.XSHE),买,24300股,4.11,99873,2020-02-28,10:32:00
3769,2020-02-20,14:40:00,联络互动(002280.XSHE),买,30800股,3.24,99792,2020-02-25,11:08:00
3770,2020-02-20,14:40:00,伊利股份(600887.XSHG),买,3200股,31.13,99616,2020-02-25,09:30:00
3771,2020-02-21,14:40:00,顾家家居(603816.XSHG),买,2200股,43.69,96118,2020-02-25,10:51:00
3772,2020-02-21,14:40:00,东阿阿胶(000423.XSHE),买,3000股,33.06,99180,2020-02-26,09:46:00
3773,2020-02-21,14:40:00,云南白药(000538.XSHE),买,1200股,83.26,99912,2020-02-28,09:30:00
3774,2020-02-21,14:40:00,欣旺达(300207.XSHE),买,4000股,25.01,100040,2020-02-25,11:01:00
3775,2020-02-24,09:37:00,招商轮船(601872.XSHG),卖,-17400股,5.57,(96918),,
3776,2020-02-24,09:39:00,中国电影(600977.XSHG),卖,-7700股,13.63,(104951),,
3777,2020-02-24,09:46:00,上海机场(600009.XSHG),卖,-1400股,69.96,(97944),,
3778,2020-02-24,09:53:00,鄂武商A(000501.XSHE),卖,-9100股,11.24,(102284),,
3779,2020-02-24,14:40:00,工业富联(601138.XSHG),买,4900股,20.09,98441,2020-02-25,11:10:00
3780,2020-02-24,14:40:00,星宇股份(601799.XSHG),买,1000股,96.11,96110,2020-03-13,09:30:00
3781,2020-02-24,14:40:00,晨光文具(603899.XSHG),买,2100股,47.45,99645,2020-02-25,11:12:00
3782,2020-02-24,14:40:00,裕同科技(002831.XSHE),买,3300股,29.79,98307,2020-02-25,11:13:00
3783,2020-02-24,14:40:00,新华网(603888.XSHG),买,3300股,29.89,98637,2020-02-25,10:52:00
3784,2020-02-25,09:30:00,中粮资本(002423.XSHE),卖,-11700股,9.28,(108576),,
3785,2020-02-25,09:30:00,王府井(600859.XSHG),卖,-7700股,12.19,(93863),,
3786,2020-02-25,09:30:00,伊利股份(600887.XSHG),卖,-3200股,29.46,(94272),,
3787,2020-02-25,10:49:00,太极股份(002368.XSHE),卖,-2400股,50.29,(120696),,
3788,2020-02-25,10:51:00,顾家家居(603816.XSHG),卖,-2200股,41.61,(91542),,
3789,2020-02-25,10:52:00,新华网(603888.XSHG),卖,-3300股,28.45,(93885),,
3790,2020-02-25,11:01:00,隆鑫通用(603766.XSHG),卖,-28800股,3.46,(99648),,
3791,2020-02-25,11:01:00,东方集团(600811.XSHG),卖,-32000股,3.23,(103360),,
3792,2020-02-25,11:01:00,欣旺达(300207.XSHE),卖,-4000股,24.95,(99800),,
3793,2020-02-25,11:05:00,贵州燃气(600903.XSHG),卖,-8000股,12.32,(98560),,
3794,2020-02-25,11:07:00,铁龙物流(600125.XSHG),卖,-19900股,5.10,(101490),,
3795,2020-02-25,11:08:00,信维通信(300136.XSHE),卖,-2300股,51.04,(117392),,
3796,2020-02-25,11:08:00,联络互动(002280.XSHE),卖,-30800股,3.27,(100716),,
3797,2020-02-25,11:09:00,科大讯飞(002230.XSHE),卖,-2500股,40.06,(100150),,
3798,2020-02-25,11:09:00,方大特钢(600507.XSHG),卖,-10700股,8.89,(95123),,
3799,2020-02-25,11:09:00,上海临港(600848.XSHG),卖,-4700股,21.44,(100768),,
3800,2020-02-25,11:10:00,中储股份(600787.XSHG),卖,-20800股,4.68,(97344),,
3801,2020-02-25,11:10:00,工业富联(601138.XSHG),卖,-4900股,19.07,(93443),,
3802,2020-02-25,11:12:00,特力A(000025.XSHE),卖,-5200股,18.58,(96616),,
3803,2020-02-25,11:12:00,建发股份(600153.XSHG),卖,-12400股,7.83,(97092),,
3804,2020-02-25,11:12:00,奥瑞金(002701.XSHE),卖,-21900股,4.39,(96141),,
3805,2020-02-25,11:12:00,东方明珠(600637.XSHG),卖,-8800股,10.72,(94336),,
3806,2020-02-25,11:12:00,晨光文具(603899.XSHG),卖,-2100股,44.96,(94416),,
3807,2020-02-25,11:13:00,广深铁路(601333.XSHG),卖,-38400股,2.60,(99840),,
3808,2020-02-25,11:13:00,裕同科技(002831.XSHE),卖,-3300股,28.11,(92763),,
3809,2020-02-25,11:14:00,方大炭素(600516.XSHG),卖,-9300股,10.65,(99045),,
3810,2020-02-25,14:40:00,安科生物(300009.XSHE),买,5900股,16.93,99887,2020-02-26,10:55:00
3811,2020-02-25,14:40:00,延安必康(002411.XSHE),买,7100股,13.97,99187,2020-02-26,14:55:00
3812,2020-02-25,14:40:00,康缘药业(600557.XSHG),买,6900股,14.46,99774,2020-02-28,13:02:00
3813,2020-02-25,14:40:00,天士力(600535.XSHG),买,6100股,16.31,99491,2020-02-28,09:30:00
3814,2020-02-26,09:32:00,五粮液(000858.XSHE),卖,-800股,123.23,(98584),,
3815,2020-02-26,09:36:00,中国核建(601611.XSHG),卖,-15600股,6.28,(97968),,
3816,2020-02-26,09:46:00,东阿阿胶(000423.XSHE),卖,-3000股,31.36,(94080),,
3817,2020-02-26,09:48:00,美亚光电(002690.XSHE),卖,-2700股,37.65,(101655),,
3818,2020-02-26,10:51:00,生物股份(600201.XSHG),卖,-5400股,22.57,(121878),,
3819,2020-02-26,10:52:00,号百控股(600640.XSHG),卖,-4700股,23.38,(109886),,
3820,2020-02-26,10:55:00,安科生物(300009.XSHE),卖,-5900股,16.06,(94754),,
3821,2020-02-26,14:32:00,丸美股份(603983.XSHG),卖,-1400股,78.01,(109214),,
3822,2020-02-26,14:40:00,中新药业(600329.XSHG),买,7300股,13.65,99645,2020-03-13,09:30:00
3823,2020-02-26,14:40:00,海王生物(000078.XSHE),买,16800股,5.95,99960,2020-02-27,09:37:00
3824,2020-02-26,14:40:00,哈药股份(600664.XSHG),买,20900股,4.79,100111,2020-02-27,10:02:00
3825,2020-02-26,14:40:00,红日药业(300026.XSHE),买,20400股,4.90,99960,2020-02-27,10:07:00
3826,2020-02-26,14:55:00,延安必康(002411.XSHE),卖,-7100股,13.24,(94004),,
3827,2020-02-27,09:37:00,海王生物(000078.XSHE),卖,-16800股,5.54,(93072),,
3828,2020-02-27,10:02:00,哈药股份(600664.XSHG),卖,-20900股,4.51,(94259),,
3829,2020-02-27,10:07:00,红日药业(300026.XSHE),卖,-20400股,4.64,(94656),,
3830,2020-02-27,13:25:00,西水股份(600291.XSHG),卖,-12800股,7.92,(101376),,
3831,2020-02-27,14:40:00,海王生物(000078.XSHE),买,18200股,5.48,99736,2020-03-04,13:08:00
3832,2020-02-28,09:30:00,沃森生物(300142.XSHE),卖,-3400股,28.96,(98464),,
3833,2020-02-28,09:30:00,海通证券(600837.XSHG),卖,-7200股,14.68,(105696),,
3834,2020-02-28,09:30:00,锦龙股份(000712.XSHE),卖,-7400股,13.91,(102934),,
3835,2020-02-28,09:30:00,中国太保(601601.XSHG),卖,-2900股,32.66,(94714),,
3836,2020-02-28,09:30:00,云南白药(000538.XSHE),卖,-1200股,78.94,(94728),,
3837,2020-02-28,09:30:00,天士力(600535.XSHG),卖,-6100股,15.45,(94245),,
3838,2020-02-28,09:31:00,欧普照明(603515.XSHG),卖,-3800股,25.62,(97356),,
3839,2020-02-28,10:32:00,浙富控股(002266.XSHE),卖,-24300股,3.91,(95013),,
3840,2020-02-28,13:02:00,康缘药业(600557.XSHG),卖,-6900股,13.73,(94737),,
3841,2020-02-28,13:07:00,华能国际(600011.XSHG),卖,-20300股,4.73,(96019),,
3842,2020-02-28,14:40:00,恒逸石化(000703.XSHE),买,7500股,13.33,99975,2020-03-09,09:46:00
3843,2020-02-28,14:40:00,北新建材(000786.XSHE),买,3900股,25.59,99801,2020-03-09,09:30:00
3844,2020-02-28,14:47:00,创业环保(600874.XSHG),卖,-14200股,6.74,(95708),,
3845,2020-03-02,09:46:00,招商银行(600036.XSHG),卖,-2700股,34.12,(92124),,
3846,2020-03-03,14:40:00,大参林(603233.XSHG),买,1700股,56.70,96390,2020-03-12,09:33:00
3847,2020-03-03,14:40:00,蓝帆医疗(002382.XSHE),买,5600股,17.85,99960,2020-03-05,10:24:00
3848,2020-03-03,14:40:00,海信视像(600060.XSHG),买,7800股,12.69,98982,2020-03-09,09:42:00
3849,2020-03-04,13:08:00,海王生物(000078.XSHE),卖,-18200股,5.67,(103194),,
3850,2020-03-04,14:40:00,丽珠集团(000513.XSHE),买,2600股,38.50,100100,2020-03-10,09:30:00
3851,2020-03-04,14:40:00,伊利股份(600887.XSHG),买,3300股,30.25,99825,2020-03-09,09:43:00
3852,2020-03-04,14:40:00,海王生物(000078.XSHE),买,17500股,5.70,99750,2020-03-10,09:31:00
3853,2020-03-04,14:40:00,中粮糖业(600737.XSHG),买,11500股,8.66,99590,2020-03-09,14:56:00
3854,2020-03-04,14:40:00,老百姓(603883.XSHG),买,1300股,74.99,97487,2020-03-10,10:50:00
3855,2020-03-05,10:24:00,蓝帆医疗(002382.XSHE),卖,-5600股,16.93,(94808),,
3856,2020-03-05,14:40:00,方正证券(601901.XSHG),买,12300股,8.10,99630,2020-03-12,09:30:00
3857,2020-03-05,14:40:00,恒瑞医药(600276.XSHG),买,1000股,91.88,91880,2020-03-12,09:30:00
3858,2020-03-05,14:40:00,新大陆(000997.XSHE),买,5000股,19.69,98450,2020-03-09,09:30:00
3859,2020-03-05,14:40:00,凤凰传媒(601928.XSHG),买,14000股,7.15,100100,2020-03-10,10:47:00
3860,2020-03-05,14:40:00,人福医药(600079.XSHG),买,6800股,14.57,99076,2020-03-10,09:30:00
3861,2020-03-06,14:40:00,贵州百灵(002424.XSHE),买,10600股,9.44,100064,2020-03-12,09:34:00
3862,2020-03-06,14:40:00,华策影视(300133.XSHE),买,11700股,8.54,99918,2020-03-12,09:34:00
3863,2020-03-06,14:40:00,众生药业(002317.XSHE),买,7300股,13.68,99864,2020-03-10,09:38:00
3864,2020-03-06,14:40:00,康缘药业(600557.XSHG),买,7000股,14.12,98840,2020-03-12,10:05:00
3865,2020-03-09,09:30:00,北新建材(000786.XSHE),卖,-3900股,28.54,(111306),,
3866,2020-03-09,09:30:00,新大陆(000997.XSHE),卖,-5000股,18.53,(92650),,
3867,2020-03-09,09:42:00,海信视像(600060.XSHG),卖,-7800股,13.14,(102492),,
3868,2020-03-09,09:43:00,伊利股份(600887.XSHG),卖,-3300股,29.34,(96822),,
3869,2020-03-09,09:46:00,恒逸石化(000703.XSHE),卖,-7500股,13.18,(98850),,
3870,2020-03-09,14:40:00,科伦药业(002422.XSHE),买,4100股,24.03,98523,2020-03-12,09:31:00
3871,2020-03-09,14:40:00,华工科技(000988.XSHE),买,4300股,22.98,98814,2020-03-12,10:18:00
3872,2020-03-09,14:56:00,中粮糖业(600737.XSHG),卖,-11500股,8.52,(97980),,
3873,2020-03-10,09:30:00,丽珠集团(000513.XSHE),卖,-2600股,36.95,(96070),,
3874,2020-03-10,09:30:00,人福医药(600079.XSHG),卖,-6800股,13.67,(92956),,
3875,2020-03-10,09:31:00,海王生物(000078.XSHE),卖,-17500股,5.92,(103600),,
3876,2020-03-10,09:38:00,众生药业(002317.XSHE),卖,-7300股,12.90,(94170),,
3877,2020-03-10,10:47:00,凤凰传媒(601928.XSHG),卖,-14000股,6.78,(94920),,
3878,2020-03-10,10:50:00,老百姓(603883.XSHG),卖,-1300股,74.19,(96447),,
3879,2020-03-10,14:40:00,哈药股份(600664.XSHG),买,22000股,4.54,99880,2020-03-12,13:22:00
3880,2020-03-10,14:40:00,信邦制药(002390.XSHE),买,18500股,5.40,99900,2020-03-13,09:31:00
3881,2020-03-11,14:40:00,瑞康医药(002589.XSHE),买,16100股,6.20,99820,2020-03-13,09:30:00
3882,2020-03-11,14:40:00,华友钴业(603799.XSHG),买,2500股,38.96,97400,2020-03-12,10:22:00
3883,2020-03-11,14:40:00,特锐德(300001.XSHE),买,4100股,24.19,99179,2020-03-12,10:22:00
3884,2020-03-11,14:40:00,中色股份(000758.XSHE),买,19700股,5.08,100076,2020-03-12,10:24:00
3885,2020-03-12,09:30:00,方正证券(601901.XSHG),卖,-12300股,7.83,(96309),,
3886,2020-03-12,09:30:00,恒瑞医药(600276.XSHG),卖,-1000股,87.40,(87400),,
3887,2020-03-12,09:31:00,科伦药业(002422.XSHE),卖,-4100股,22.83,(93603),,
3888,2020-03-12,09:33:00,大参林(603233.XSHG),卖,-1700股,56.94,(96798),,
3889,2020-03-12,09:34:00,贵州百灵(002424.XSHE),卖,-10600股,8.94,(94764),,
3890,2020-03-12,09:34:00,华策影视(300133.XSHE),卖,-11700股,8.24,(96408),,
3891,2020-03-12,10:05:00,康缘药业(600557.XSHG),卖,-7000股,13.39,(93730),,
3892,2020-03-12,10:18:00,华工科技(000988.XSHE),卖,-4300股,23.52,(101136),,
3893,2020-03-12,10:22:00,华友钴业(603799.XSHG),卖,-2500股,36.90,(92250),,
3894,2020-03-12,10:22:00,特锐德(300001.XSHE),卖,-4100股,22.95,(94095),,
3895,2020-03-12,10:24:00,中色股份(000758.XSHE),卖,-19700股,4.81,(94757),,
3896,2020-03-12,13:22:00,哈药股份(600664.XSHG),卖,-22000股,4.30,(94600),,
3897,2020-03-12,14:40:00,海格通信(002465.XSHE),买,7700股,12.94,99638,2020-03-13,09:30:00
3898,2020-03-12,14:40:00,拓普集团(601689.XSHG),买,4500股,21.78,98010,2020-03-13,09:30:00
3899,2020-03-12,14:40:00,北方导航(600435.XSHG),买,12500股,8.01,100125,2020-03-13,09:36:00
3900,2020-03-13,09:30:00,雅戈尔(600177.XSHG),卖,-14700股,6.38,(93786),,
3901,2020-03-13,09:30:00,建设银行(601939.XSHG),卖,-14800股,6.36,(94128),,
3902,2020-03-13,09:30:00,星宇股份(601799.XSHG),卖,-1000股,93.92,(93920),,
3903,2020-03-13,09:30:00,中新药业(600329.XSHG),卖,-7300股,12.67,(92491),,
3904,2020-03-13,09:30:00,瑞康医药(002589.XSHE),卖,-16100股,5.79,(93219),,
3905,2020-03-13,09:30:00,海格通信(002465.XSHE),卖,-7700股,12.19,(93863),,
3906,2020-03-13,09:30:00,拓普集团(601689.XSHG),卖,-4500股,20.37,(91665),,
3907,2020-03-13,09:31:00,信邦制药(002390.XSHE),卖,-18500股,5.09,(94165),,
3908,2020-03-13,09:36:00,北方导航(600435.XSHG),卖,-12500股,7.59,(94875),,
3909,2020-03-13,14:40:00,多氟多(002407.XSHE),买,7000股,14.15,99050,2020-03-16,09:31:00
3910,2020-03-13,14:40:00,韵达股份(002120.XSHE),买,3300股,29.72,98076,2020-03-17,10:08:00
3911,2020-03-13,14:40:00,杰赛科技(002544.XSHE),买,5700股,17.50,99750,2020-03-16,13:08:00
3912,2020-03-13,14:40:00,海格通信(002465.XSHE),买,7500股,13.21,99075,2020-03-16,13:04:00
3913,2020-03-16,09:31:00,多氟多(002407.XSHE),卖,-7000股,13.37,(93590),,
3914,2020-03-16,13:04:00,海格通信(002465.XSHE),卖,-7500股,12.50,(93750),,
3915,2020-03-16,13:08:00,杰赛科技(002544.XSHE),卖,-5700股,16.60,(94620),,
3916,2020-03-16,14:40:00,上海贝岭(600171.XSHG),买,5500股,18.01,99055,2020-03-23,10:03:00
3917,2020-03-16,14:40:00,捷成股份(300182.XSHE),买,22800股,4.39,100092,2020-03-18,14:44:00
3918,2020-03-16,14:40:00,中环股份(002129.XSHE),买,5600股,17.72,99232,2020-03-19,09:46:00
3919,2020-03-17,10:08:00,韵达股份(002120.XSHE),卖,-3300股,28.17,(92961),,
3920,2020-03-17,14:40:00,中科曙光(603019.XSHG),买,2000股,48.34,96680,2020-03-23,09:30:00
3921,2020-03-18,14:40:00,中国医药(600056.XSHG),买,6800股,14.62,99416,2020-03-19,11:01:00
3922,2020-03-18,14:40:00,以岭药业(002603.XSHE),买,5300股,18.69,99057,2020-03-19,09:34:00
3923,2020-03-18,14:40:00,晶盛机电(300316.XSHE),买,4100股,23.96,98236,2020-03-23,09:30:00
3924,2020-03-18,14:40:00,掌趣科技(300315.XSHE),买,16600股,6.03,100098,2020-03-23,10:03:00
3925,2020-03-18,14:44:00,捷成股份(300182.XSHE),卖,-22800股,4.18,(95304),,
3926,2020-03-19,09:34:00,以岭药业(002603.XSHE),卖,-5300股,17.63,(93439),,
3927,2020-03-19,09:46:00,中环股份(002129.XSHE),卖,-5600股,17.28,(96768),,
3928,2020-03-19,11:01:00,中国医药(600056.XSHG),卖,-6800股,13.77,(93636),,
3929,2020-03-19,14:40:00,景旺电子(603228.XSHG),买,2000股,48.17,96340,2020-03-23,09:36:00
3930,2020-03-19,14:40:00,芒果超媒(300413.XSHE),买,2300股,42.80,98440,2020-03-30,09:30:00
3931,2020-03-19,14:40:00,天坛生物(600161.XSHG),买,3100股,32.20,99820,2020-04-14,09:34:00
3932,2020-03-20,14:40:00,巨化股份(600160.XSHG),买,12400股,8.06,99944,2020-03-23,09:37:00
3933,2020-03-20,14:40:00,三七互娱(002555.XSHE),买,2800股,34.88,97664,2020-03-24,10:17:00
3934,2020-03-23,09:30:00,中科曙光(603019.XSHG),卖,-2000股,45.97,(91940),,
3935,2020-03-23,09:30:00,晶盛机电(300316.XSHE),卖,-4100股,23.53,(96473),,
3936,2020-03-23,09:36:00,景旺电子(603228.XSHG),卖,-2000股,45.67,(91340),,
3937,2020-03-23,09:37:00,巨化股份(600160.XSHG),卖,-12400股,7.61,(94364),,
3938,2020-03-23,10:03:00,上海贝岭(600171.XSHG),卖,-5500股,18.62,(102410),,
3939,2020-03-23,10:03:00,掌趣科技(300315.XSHE),卖,-16600股,5.89,(97774),,
3940,2020-03-23,14:40:00,浙数文化(600633.XSHG),买,11100股,8.99,99789,2020-04-01,09:42:00
3941,2020-03-23,14:40:00,新和成(002001.XSHE),买,3900股,25.28,98592,2020-04-02,09:52:00
3942,2020-03-23,14:40:00,顺网科技(300113.XSHE),买,4700股,21.14,99358,2020-03-30,09:30:00
3943,2020-03-23,14:40:00,晶盛机电(300316.XSHE),买,4500股,22.17,99765,2020-03-24,13:26:00
3944,2020-03-23,14:40:00,立思辰(300010.XSHE),买,5900股,16.90,99710,2020-03-27,10:08:00
3945,2020-03-24,10:17:00,三七互娱(002555.XSHE),卖,-2800股,33.16,(92848),,
3946,2020-03-24,13:26:00,晶盛机电(300316.XSHE),卖,-4500股,21.02,(94590),,
3947,2020-03-24,14:40:00,智飞生物(300122.XSHE),买,1500股,63.58,95370,2020-04-02,09:55:00
3948,2020-03-24,14:40:00,吉比特(603444.XSHG),买,200股,389.51,77902,2020-04-09,09:30:00
3949,2020-03-24,14:40:00,海大集团(002311.XSHE),买,2700股,36.68,99036,2020-04-02,10:00:00
3950,2020-03-24,14:40:00,大名城(600094.XSHG),买,15400股,6.47,99638,2020-03-30,09:31:00
3951,2020-03-25,14:40:00,海螺水泥(600585.XSHG),买,1700股,55.75,94775,2020-05-15,09:32:00
3952,2020-03-25,14:40:00,康缘药业(600557.XSHG),买,7500股,13.29,99675,2020-04-02,09:37:00
3953,2020-03-25,14:40:00,淮河能源(600575.XSHG),买,45400股,2.20,99880,2020-05-19,10:40:00
3954,2020-03-25,14:40:00,中山公用(000685.XSHE),买,12900股,7.73,99717,2020-07-13,09:30:00
3955,2020-03-26,14:40:00,新华网(603888.XSHG),买,4100股,24.00,98400,2020-03-30,09:32:00
3956,2020-03-26,14:40:00,顾家家居(603816.XSHG),买,2700股,35.76,96552,2020-03-30,09:41:00
3957,2020-03-26,14:40:00,蓝盾股份(300297.XSHE),买,20900股,4.78,99902,2020-03-30,09:41:00
3958,2020-03-26,14:40:00,中信银行(601998.XSHG),买,18900股,5.30,100170,2020-05-22,13:24:00
3959,2020-03-26,14:40:00,正泰电器(601877.XSHG),买,4100股,23.89,97949,2020-04-28,09:50:00
3960,2020-03-27,10:08:00,立思辰(300010.XSHE),卖,-5900股,16.39,(96701),,
3961,2020-03-27,14:40:00,西安银行(600928.XSHG),买,17700股,5.63,99651,2020-04-24,13:14:00
3962,2020-03-27,14:40:00,美的集团(000333.XSHE),买,2000股,49.58,99160,2020-06-18,09:36:00
3963,2020-03-27,14:40:00,九州通(600998.XSHG),买,5700股,17.34,98838,2020-04-17,10:57:00
3964,2020-03-27,14:40:00,凯莱英(002821.XSHE),买,500股,171.41,85705,2020-03-30,10:56:00
3965,2020-03-27,14:40:00,南方航空(600029.XSHG),买,18800股,5.31,99828,2020-05-13,09:46:00
3966,2020-03-30,09:30:00,芒果超媒(300413.XSHE),卖,-2300股,43.95,(101085),,
3967,2020-03-30,09:30:00,顺网科技(300113.XSHE),卖,-4700股,22.32,(104904),,
3968,2020-03-30,09:31:00,大名城(600094.XSHG),卖,-15400股,6.50,(100100),,
3969,2020-03-30,09:32:00,新华网(603888.XSHG),卖,-4100股,22.71,(93111),,
3970,2020-03-30,09:41:00,顾家家居(603816.XSHG),卖,-2700股,33.86,(91422),,
3971,2020-03-30,09:41:00,蓝盾股份(300297.XSHE),卖,-20900股,4.51,(94259),,
3972,2020-03-30,10:56:00,凯莱英(002821.XSHE),卖,-500股,162.39,(81195),,
